campaign_id,cost_before,clicks_before,cost_after,clicks_after
id_1615,200.33,175,336.07,286
id_1616,53.0,59,54.11,65
id_1617,297.81,104,564.99,153
id_1618,50.19,13,155.74,32
id_1619,33.97,12,71.59,25
id_1620,132.0,30,272.64,56
id_1621,293.03,80,856.47,216
id_1622,184.9,108,189.01,107
id_1623,194.86,58,96.23,34
id_1624,172.08,41,216.93,55
id_1625,8.28,2,71.6,17
id_1626,199.37,87,367.89,169
id_1627,120.5,27,134.32,25
id_1628,1525.3,241,2152.26,336
id_1629,505.67,93,204.7,44
id_1630,137.52,40,416.13,118
id_1631,347.19,120,456.95,167
id_1632,36.42,8,145.45,28
id_1633,137.61,44,227.84,77
id_1634,95.89,17,204.03,31
id_1635,28.74,15,71.81,39
id_1636,354.4,147,305.3,133
id_1637,90.26,18,236.22,44
id_1638,70.83,43,130.47,72
id_1639,146.9,170,302.97,346
id_1640,21.32,27,57.08,67
id_1641,206.54,448,410.19,945
id_1642,278.45,414,316.93,512
id_1643,67.76,42,149.88,106
id_1644,47.04,48,42.15,57
id_1645,235.93,110,587.6,245
id_1646,78.73,41,162.81,105
id_1647,189.22,91,377.37,151
id_1648,24.93,17,36.44,20
id_1649,101.15,51,274.1,127
id_1650,23.3,11,85.01,35
id_1651,23.72,17,18.64,13
id_1652,202.11,76,422.98,159
id_1653,38.9,27,58.53,42
id_1654,98.89,61,254.29,140
id_1655,38.01,12,128.3,43
id_1656,9.32,8,50.34,31
id_1657,6.39,9,19.59,18
id_1658,163.32,61,247.28,97
id_1659,749.01,463,1257.83,752
id_1660,31.49,40,46.62,55
id_1661,84.58,74,84.8,76
id_1662,55.97,27,43.95,25
id_1663,17.44,5,31.15,11
id_1664,99.69,53,63.12,32
id_1665,408.48,209,479.9,254
id_1666,100.75,31,43.12,14
id_1667,53.03,14,103.45,25
id_1668,113.49,26,148.81,40
id_1669,36.71,14,102.44,34
id_1670,157.0,28,764.39,112
id_1671,2.24,1,22.54,9
id_1672,9.08,2,37.51,11
id_1673,98.98,20,55.01,12
id_1674,450.9,83,514.03,105
id_1675,373.42,102,713.22,198
id_1676,1842.1,298,3417.89,516
id_1677,62.95,15,265.68,59
id_1678,292.77,62,583.86,107
id_1679,53.22,12,232.81,42
id_1680,540.17,95,1012.92,167
id_1681,263.48,88,429.47,153
id_1682,303.65,80,147.6,35
id_1683,425.67,110,1529.09,341
id_1684,189.4,65,440.34,149
id_1685,631.58,233,956.22,326
id_1686,227.92,36,453.31,84
id_1687,166.48,78,518.81,200
id_1688,9.69,3,45.96,18
id_1689,47.75,39,82.3,57
id_1690,28.6,45,40.51,70
id_1691,785.01,1332,125.36,243
id_1692,135.18,129,138.75,167
id_1693,31.37,32,41.2,44
id_1694,205.98,273,35.98,53
id_1695,229.45,140,299.35,206
id_1696,7.41,1,1818.85,131
id_1697,8.83,1,771.12,42
id_1698,118.38,87,169.48,130
id_1699,82.76,103,96.74,152
id_1700,448.5,200,802.63,329
id_1701,317.87,119,537.03,186
id_1702,351.95,170,549.33,250
id_1703,47.07,30,46.79,34
id_1704,233.61,81,470.08,151
id_1705,28.07,19,53.34,36
id_1706,113.89,44,193.53,82
id_1707,172.06,71,479.39,192
id_1708,281.98,85,506.79,129
id_1709,29.92,16,84.64,44
id_1710,224.7,103,675.88,271
id_1711,917.74,508,1180.56,654
id_1712,146.63,64,218.96,94
id_1713,195.6,106,270.49,167
id_1714,1022.66,701,950.7,651
id_1715,233.71,108,267.25,125
id_1716,227.25,176,297.49,250
id_1717,83.32,51,118.12,56
id_1718,127.35,64,150.27,84
id_1719,215.98,81,420.95,148
id_1720,129.44,87,222.34,132
id_1721,284.68,146,684.15,302
id_1722,854.5,140,1146.94,197
id_1723,177.63,72,11.74,5
id_1724,505.87,36,5326.76,238
id_1725,638.85,31,2048.14,75
id_1726,55.38,6,802.75,58
id_1727,163.17,22,596.65,75
id_1728,11.31,2,406.31,61
id_1729,30.99,2,70.63,3
id_1730,41.03,6,235.66,16
id_1731,105.6,6,622.35,39
id_1732,7.54,1,10.3,1
id_1733,106.83,4,249.83,17
id_1734,3235.47,179,10069.87,509
id_1735,7.71,1,107.82,5
id_1736,228.58,12,1245.01,49
id_1737,119.73,72,356.4,200
id_1738,74.85,31,257.23,97
id_1739,111.19,45,135.51,63
id_1740,713.29,158,918.58,222
id_1741,15.05,12,20.46,22
id_1742,79.88,17,38.28,12
id_1743,31.41,14,14.13,6
id_1744,28.98,10,86.54,28
id_1745,233.37,42,398.32,78
id_1746,384.63,68,340.23,65
id_1747,267.9,56,370.98,80
id_1748,3.71,1,25.18,5
id_1749,21.04,3,62.18,13
id_1750,111.15,25,465.2,89
id_1751,142.28,32,314.24,62
id_1752,7.15,2,120.85,29
id_1753,39.2,9,110.22,23
id_1754,830.11,369,1801.68,709
id_1755,7.83,2,18.41,7
id_1756,89.75,18,179.29,40
id_1757,1551.04,241,1283.68,246
id_1758,1580.39,206,1895.23,308
id_1759,120.06,12,259.19,36
id_1760,134.03,17,694.62,71
id_1761,89.43,21,156.7,35
id_1762,76.66,19,236.21,59
id_1763,126.51,43,419.04,135
id_1764,26.13,3,16.19,2
id_1765,28.5,2,97.99,8
id_1766,25.47,10,30.09,13
id_1767,54.85,11,90.88,21
id_1768,92.37,39,547.52,233
id_1769,169.99,58,730.19,269
id_1770,31.71,9,84.21,21
id_1771,67.14,15,302.95,74
id_1772,73.21,20,114.85,41
id_1773,68.86,27,110.73,46
id_1774,66.64,19,314.95,73
id_1775,175.83,109,215.5,137
id_1776,311.87,113,335.5,121
id_1777,511.27,124,908.46,210
id_1778,698.25,366,851.52,459
id_1779,6.33,2,107.9,22
id_1780,118.61,38,428.59,133
id_1781,45.7,21,140.95,60
id_1782,3.85,2,3.79,3
id_1783,41.28,7,146.7,24
id_1784,14.6,5,29.86,10
id_1785,368.64,181,833.74,462
id_1786,267.47,187,572.86,424
id_1787,147.55,49,201.73,81
id_1788,229.44,88,190.44,89
id_1789,33.72,19,162.59,67
id_1790,38.66,22,105.54,47
id_1791,10.79,5,37.09,9
id_1792,3.05,2,16.51,9
id_1793,20.18,6,78.18,24
id_1794,24.77,14,56.26,25
id_1795,31.12,10,95.27,32
id_1796,24.71,13,31.85,17
id_1797,518.89,50,927.16,101
id_1798,340.4,187,922.77,471
id_1799,241.64,35,335.04,50
id_1800,928.72,730,2103.15,1468
id_1801,90.65,39,361.88,168
id_1802,63.02,43,169.22,109
id_1803,40.61,46,57.02,65
id_1804,96.33,68,78.01,56
id_1805,3.36,3,3.88,5
id_1806,139.44,81,97.61,68
id_1807,315.47,208,866.56,488
id_1808,40.83,27,76.79,57
id_1809,213.29,74,164.02,68
id_1810,18.0,11,18.26,10
id_1811,250.92,100,261.83,103
id_1812,79.9,61,66.16,46
id_1813,259.97,56,785.61,152
id_1814,111.17,100,183.11,208
id_1815,31.08,6,298.79,33
id_1816,8.94,7,11.0,6
id_1817,79.92,82,119.36,129
id_1818,46.96,36,112.25,85
id_1819,10.27,13,31.57,48
id_1820,17.72,17,10.39,11
id_1821,29.48,16,82.92,33
id_1822,26.54,10,75.72,33
id_1823,27.94,17,13.48,10
id_1824,403.71,115,393.65,111
id_1825,94.8,39,71.32,35
id_1826,998.61,227,820.49,208
id_1827,22.19,18,20.79,19
id_1828,9.0,5,7.47,5
id_1829,386.59,67,807.0,152
id_1830,2.39,3,20.48,7
id_1831,69.38,34,134.86,68
id_1832,23.79,20,62.18,39
id_1833,36.37,4,126.93,9
id_1834,786.13,275,1366.1,502
id_1835,1051.4,467,1238.22,593
id_1836,716.26,168,1499.29,359
id_1837,1176.9,445,1564.23,598
id_1838,908.63,353,1556.8,610
id_1839,1183.25,563,2285.98,1172
id_1840,2140.34,1050,6381.02,2929
id_1841,3644.43,2174,6519.24,3801
id_1842,428.49,158,866.06,328
id_1843,218.43,115,356.24,198
id_1844,251.35,15,569.66,37
id_1845,1980.31,814,2467.98,1016
id_1846,1962.01,929,1997.48,991
id_1847,454.73,252,811.28,438
id_1848,198.11,140,274.45,194
id_1849,861.36,248,1512.68,405
id_1850,543.74,181,677.43,246
id_1851,457.23,120,837.46,230
id_1852,215.23,95,357.99,131
id_1853,274.95,116,451.48,195
id_1854,795.08,437,968.81,540
id_1855,168.91,64,300.58,116
id_1856,519.92,274,728.32,385
id_1857,2406.02,612,3943.79,988
id_1858,447.77,153,556.17,185
id_1859,1076.37,227,2783.99,525
id_1860,716.03,258,1312.92,395
id_1861,1663.76,956,3783.62,2048
id_1862,1152.04,837,2185.28,1525
id_1863,342.71,109,272.23,105
id_1864,674.17,296,592.14,319
id_1865,1070.8,673,1936.64,1245
id_1866,1652.08,1355,3204.96,2571
id_1867,215.09,102,120.24,70
id_1868,290.24,191,189.24,147
id_1869,319.01,148,945.81,413
id_1870,731.44,414,1698.28,903
id_1871,773.83,303,2449.64,800
id_1872,855.77,402,2202.5,887
id_1873,394.38,121,567.58,188
id_1874,739.26,289,1030.69,414
id_1875,694.75,274,1881.92,719
id_1876,1055.25,507,2438.69,1142
id_1877,665.11,199,1809.78,478
id_1878,2014.15,617,3465.63,1044
id_1879,88.36,19,243.59,48
id_1880,452.05,104,768.89,150
id_1881,1012.95,267,2142.92,614
id_1882,1780.11,581,2915.72,990
id_1883,49.7,25,81.27,36
id_1884,503.96,189,550.42,230
id_1885,286.23,126,312.77,162
id_1886,727.49,430,666.2,347
id_1887,677.47,217,2069.99,632
id_1888,639.98,275,1576.81,657
id_1889,480.43,182,1826.64,661
id_1890,541.52,225,991.54,448
id_1891,597.75,159,1369.09,375
id_1892,2833.99,1303,5529.69,2392
id_1893,3078.51,1061,6421.12,2084
id_1894,293.82,204,160.3,134
id_1895,184.74,84,346.9,148
id_1896,296.44,97,363.83,132
id_1897,240.33,104,315.7,135
id_1898,952.86,528,944.87,479
id_1899,83.79,51,45.62,33
id_1900,352.75,274,204.66,185
id_1901,92.41,45,265.05,115
id_1902,270.91,160,401.74,232
id_1903,59.06,2,289.09,13
id_1904,109.06,15,764.83,77
id_1905,22.32,2,104.89,19
id_1906,54.16,4,632.1,30
id_1907,214.53,12,587.38,38
