ID,HEIGHT,WEIGHT
202687_2021,80,255
201933_2021,81,250
1626246_2021,87,290
1626171_2021,82,250
203992_2021,78,225
202711_2021,79,226
1629626_2021,86,220
1630538_2021,74,169
202954_2021,75,210
203078_2021,76,207
1630527_2021,78,188
1629634_2021,80,215
1629164_2021,72,180
1627742_2021,80,190
202688_2021,74,182
1630314_2021,74,190
1630296_2021,80,225
1630271_2021,77,185
201572_2021,84,282
1628971_2021,76,202
1628981_2021,81,240
1627854_2021,74,205
1627741_2021,76,220
1629604_2021,78,200
203468_2021,75,190
101139_2021,78,220
1630595_2021,78,220
1628997_2021,77,205
1629629_2021,80,217
1630560_2021,75,210
1629661_2021,80,210
1630787_2021,79,220
1628419_2021,80,239
1626166_2021,73,183
1627747_2021,78,205
1630637_2021,72,174
2546_2021,79,238
1629035_2021,71,200
1630199_2021,77,190
1630216_2021,73,185
1627760_2021,73,173
1626224_2021,79,230
1628990_2021,78,210
1629646_2021,81,230
1629718_2021,78,199
1630602_2021,77,215
1627767_2021,80,219
1629002_2021,81,225
1628449_2021,81,200
1629185_2021,71,175
1630537_2021,77,190
101108_2021,72,175
1629735_2021,80,234
1626174_2021,81,214
1629643_2021,78,229
203991_2021,82,256
1629632_2021,76,195
1628998_2021,78,205
203469_2021,83,240
1630175_2021,75,185
1629012_2021,73,190
1630557_2021,78,224
202709_2021,75,200
1628591_2021,75,196
1626156_2021,76,193
201571_2021,71,183
1628391_2021,82,231
1629610_2021,77,222
1630227_2021,76,226
1629751_2021,76,200
1630625_2021,79,204
1627745_2021,83,245
203081_2021,74,195
1627814_2021,77,210
1628422_2021,77,210
1629655_2021,81,234
1630187_2021,80,240
1628464_2021,81,245
201568_2021,82,236
201980_2021,78,215
1627863_2021,78,220
1629647_2021,80,208
1629636_2021,73,192
201954_2021,72,160
1630561_2021,76,204
1630525_2021,76,203
1628021_2021,77,219
1630558_2021,72,202
202722_2021,82,225
1628432_2021,77,206
1630549_2021,81,265
1628368_2021,75,185
1629631_2021,80,221
1629001_2021,74,200
201599_2021,83,265
1627761_2021,77,210
1630610_2021,77,185
201942_2021,78,220
202326_2021,82,270
1629731_2021,81,228
1629028_2021,83,250
1629686_2021,80,190
1627749_2021,76,180
1626153_2021,77,185
1630166_2021,81,210
203471_2021,73,172
1628372_2021,74,205
1627756_2021,76,220
202324_2021,81,265
1627884_2021,78,210
201565_2021,74,200
1628476_2021,72,185
1628401_2021,76,190
1630217_2021,77,215
1626164_2021,77,206
1629962_2021,74,183
1630170_2021,77,200
1629653_2021,73,185
1629719_2021,79,240
1628984_2021,73,195
203473_2021,84,245
1629712_2021,77,188
1628415_2021,79,225
1627734_2021,83,240
1628378_2021,73,215
1628978_2021,76,203
1627827_2021,79,220
203926_2021,79,225
203110_2021,78,230
1629234_2021,81,245
1630613_2021,75,197
1629130_2021,79,215
2730_2021,82,265
203939_2021,82,240
1629685_2021,78,196
202334_2021,81,218
203901_2021,75,195
1630190_2021,77,215
1629150_2021,81,220
1626144_2021,75,200
202683_2021,82,250
202339_2021,73,214
201569_2021,75,215
1629672_2021,78,255
1630647_2021,78,235
203095_2021,78,205
1630596_2021,83,215
1630267_2021,70,195
1630624_2021,80,195
1628402_2021,75,205
1626163_2021,84,240
1628373_2021,76,200
1630532_2021,82,220
1627832_2021,73,197
1630273_2021,81,245
1627788_2021,79,202
1629216_2021,75,200
1628221_2021,75,190
1630466_2021,78,231
1630994_2021,76,203
202066_2021,77,195
1629726_2021,77,215
1629109_2021,78,225
203914_2021,76,210
1627780_2021,75,195
1629018_2021,77,209
201588_2021,76,188
1628994_2021,78,220
1627777_2021,79,230
1630686_2021,79,192
203507_2021,83,242
1629048_2021,84,250
201609_2021,75,190
202330_2021,79,225
203476_2021,82,248
1629684_2021,78,236
1628960_2021,76,198
1630535_2021,79,206
202328_2021,82,250
1628977_2021,77,202
203084_2021,80,225
202355_2021,84,265
1629755_2021,74,187
1629312_2021,76,220
1630529_2021,79,206
1629649_2021,78,221
1630193_2021,75,190
1629067_2021,80,180
1630171_2021,77,225
1628392_2021,84,250
1630543_2021,82,205
1630198_2021,76,165
1630587_2021,78,232
1629676_2021,80,230
1630191_2021,80,250
202738_2021,69,185
1630225_2021,81,219
202397_2021,72,175
1630688_2021,77,250
1627826_2021,84,240
1630550_2021,81,203
1629630_2021,75,174
203210_2021,80,227
1630605_2021,76,190
201580_2021,84,270
203953_2021,79,245
1630183_2021,81,185
1630531_2021,76,202
203109_2021,78,235
1630256_2021,76,230
1630186_2021,75,190
1630693_2021,82,258
1627774_2021,80,209
1627751_2021,85,245
1628973_2021,73,190
1630224_2021,76,186
1630552_2021,80,219
1629667_2021,81,205
1630188_2021,82,215
1630591_2021,77,205
1630547_2021,76,190
203516_2021,78,215
201935_2021,77,220
201949_2021,79,240
1630691_2021,81,206
1630215_2021,75,193
1629607_2021,70,175
1628991_2021,83,242
1629020_2021,81,214
1628386_2021,82,243
1629633_2021,78,195
1629600_2021,77,205
1629602_2021,82,234
1629750_2021,77,205
1630606_2021,76,205
1629637_2021,83,220
1630643_2021,85,240
1630206_2021,77,220
1627759_2021,78,223
1629658_2021,80,216
1628537_2021,77,185
1629669_2021,76,201
1629873_2021,74,200
1628369_2021,80,210
1630288_2021,75,177
201145_2021,80,235
1629203_2021,77,175
203924_2021,80,210
1630526_2021,80,242
203087_2021,77,180
1630579_2021,81,250
1628975_2021,73,200
202710_2021,79,230
1629111_2021,83,255
203925_2021,78,220
204060_2021,80,220
2207_2021,79,240
1630580_2021,78,205
1630555_2021,76,180
203954_2021,84,280
1628381_2021,81,226
1629723_2021,77,210
1630257_2021,85,265
202685_2021,83,265
1630228_2021,79,225
1628395_2021,79,216
203903_2021,76,194
1630692_2021,75,200
1629162_2021,71,185
1629670_2021,80,225
1629673_2021,76,194
1630648_2021,78,200
1630631_2021,72,179
1630528_2021,75,215
1630581_2021,80,205
1630182_2021,77,200
1628404_2021,77,215
1628367_2021,80,207
1629006_2021,76,213
1626196_2021,77,200
1630563_2021,76,189
201950_2021,75,205
1629308_2021,78,209
1627823_2021,81,214
203944_2021,80,250
1626147_2021,77,231
1630551_2021,78,206
203200_2021,78,180
1628382_2021,80,220
1629620_2021,73,195
1626159_2021,78,222
203994_2021,83,290
1629752_2021,79,232
1630231_2021,77,215
1629644_2021,80,215
1630539_2021,82,221
1626157_2021,83,248
1626208_2021,71,167
1628966_2021,80,229
1629103_2021,77,230
1629640_2021,78,220
1629833_2021,76,200
203482_2021,83,240
1626162_2021,78,203
202689_2021,72,184
1629026_2021,78,210
203145_2021,76,195
203484_2021,77,204
1630553_2021,76,185
1630556_2021,79,203
201142_2021,82,240
1628989_2021,79,198
1628995_2021,79,215
201567_2021,80,251
1630698_2021,73,179
1629645_2021,76,203
1626172_2021,81,222
203920_2021,81,233
203114_2021,79,222
1630165_2021,77,195
1629681_2021,81,220
1630184_2021,73,170
202691_2021,78,220
1627739_2021,75,205
204001_2021,87,240
203937_2021,81,230
1629657_2021,73,167
1628398_2021,81,221
200768_2021,72,196
202681_2021,74,195
200746_2021,83,250
1630163_2021,79,180
1630205_2021,78,230
202362_2021,77,210
1629013_2021,76,190
204038_2021,73,200
1626204_2021,79,245
1628374_2021,83,240
2544_2021,81,250
1630195_2021,78,200
1629623_2021,73,189
1630322_2021,78,215
1629022_2021,76,204
1628366_2021,78,190
101150_2021,74,175
1629663_2021,79,205
1629652_2021,75,215
1629029_2021,79,230
1630568_2021,82,243
1628379_2021,77,206
1628436_2021,86,250
1630640_2021,77,213
1630644_2021,74,185
1630201_2021,73,175
1627763_2021,77,229
1630792_2021,78,220
1627736_2021,76,187
1630238_2021,77,230
1628370_2021,75,200
1629005_2021,75,190
1629603_2021,81,228
1630585_2021,77,205
202694_2021,80,218
203935_2021,76,220
1628365_2021,76,209
202693_2021,81,245
1630250_2021,83,220
1630210_2021,70,175
1627737_2021,81,240
1628963_2021,83,235
1630222_2021,76,200
203486_2021,83,254
1629680_2021,77,201
1629760_2021,74,199
1630346_2021,79,215
1629744_2021,75,190
203090_2021,79,220
1629622_2021,77,215
1628467_2021,82,240
1630593_2021,71,192
1628982_2021,77,215
1630695_2021,82,248
1629008_2021,82,218
1628969_2021,78,209
201144_2021,73,175
203488_2021,82,240
1628970_2021,79,225
1630540_2021,73,195
1629011_2021,84,240
1629671_2021,77,206
1628964_2021,84,231
1628420_2021,74,183
1626149_2021,79,240
1629021_2021,83,245
1629650_2021,86,245
1630541_2021,77,211
1630589_2021,80,226
1628539_2021,75,195
1629619_2021,74,195
1626167_2021,83,250
1630230_2021,79,220
1629642_2021,77,220
1630207_2021,77,210
1630233_2021,82,253
1629675_2021,81,264
1629674_2021,84,248
202357_2021,81,234
203457_2021,83,220
1629651_2021,83,215
1630208_2021,84,245
1629638_2021,77,205
201587_2021,80,230
203917_2021,78,207
203999_2021,83,284
202696_2021,82,260
1626181_2021,75,215
203658_2021,82,231
1628384_2021,79,232
1630167_2021,81,220
1630846_2021,84,240
1630209_2021,83,275
1630168_2021,80,240
1629052_2021,79,210
203490_2021,80,198
200782_2021,77,245
1629023_2021,79,230
1628408_2021,78,205
1628238_2021,80,200
1627783_2021,80,230
1626192_2021,77,209
201976_2021,73,180
1630172_2021,79,215
201988_2021,72,180
202331_2021,80,220
200794_2021,79,257
1630194_2021,81,210
1628778_2021,78,210
1630202_2021,73,195
1627822_2021,83,220
1630173_2021,80,225
1629656_2021,76,210
1629683_2021,75,205
1630181_2021,76,175
1629628_2021,78,214
200765_2021,73,180
203526_2021,74,180
1629730_2021,75,209
203493_2021,78,205
202704_2021,74,208
1629617_2021,80,250
1626158_2021,82,235
201937_2021,74,190
1630306_2021,77,205
203496_2021,79,209
1629057_2021,81,237
1630218_2021,78,235
201577_2021,84,281
203918_2021,80,208
203585_2021,76,205
1629641_2021,77,216
1626220_2021,77,226
1630612_2021,76,200
200752_2021,80,250
203497_2021,85,258
1629060_2021,80,230
201566_2021,75,200
1627853_2021,75,195
1630240_2021,74,183
1630180_2021,79,215
1626155_2021,80,219
1630573_2021,79,217
1630241_2021,76,205
1630572_2021,81,240
1630583_2021,83,215
1630567_2021,79,225
1630575_2021,77,185
203816_2021,79,204
1629635_2021,81,230
1628400_2021,78,240
201586_2021,82,235
203552_2021,74,185
1628983_2021,78,180
1629003_2021,77,205
1629783_2021,75,190
1627885_2021,76,195
1630536_2021,73,176
1630219_2021,76,205
203524_2021,78,226
203915_2021,78,215
1626169_2021,78,242
201939_2021,74,185
1628425_2021,77,219
203500_2021,83,265
1629004_2021,79,205
204456_2021,73,190
1629605_2021,90,311
201959_2021,81,232
1629659_2021,76,234
1627752_2021,78,218
1629611_2021,77,215
1629056_2021,76,201
203082_2021,78,206
1626179_2021,73,190
1630678_2021,77,230
201152_2021,80,235
203648_2021,78,219
1630177_2021,76,175
1629033_2021,77,212
1628418_2021,82,248
204025_2021,72,170
203501_2021,77,205
1627789_2021,79,215
202699_2021,79,226
203107_2021,79,210
1628396_2021,82,248
203503_2021,78,213
1628470_2021,79,221
1629027_2021,73,164
1629309_2021,78,200
1630200_2021,73,185
1630544_2021,75,178
1629682_2021,70,175
1630570_2021,80,237
1630235_2021,76,210
1630243_2021,78,190
1630286_2021,80,225
2772_2021,80,215
203504_2021,72,185
1626168_2021,81,234
1630530_2021,80,206
202684_2021,81,254
1628972_2021,78,215
1629660_2021,77,195
1629076_2021,80,255
1629788_2021,77,209
1629639_2021,77,195
204020_2021,75,186
1630179_2021,74,160
1630169_2021,77,185
1630178_2021,74,200
1627820_2021,77,198
1626145_2021,72,196
1628962_2021,84,270
2617_2021,80,235
1630586_2021,80,229
1630176_2021,81,270
203506_2021,76,213
1628427_2021,80,236
1630249_2021,80,195
201961_2021,76,207
1627782_2021,76,232
1628976_2021,82,270
1629117_2021,81,205
1628411_2021,78,195
202083_2021,76,220
203115_2021,77,181
1626161_2021,84,240
1626195_2021,83,250
1629875_2021,74,165
1630270_2021,77,215
1630214_2021,80,245
1629139_2021,81,215
1630582_2021,77,206
1628380_2021,83,250
203897_2021,77,200
1630285_2021,72,190
1630192_2021,81,240
1630533_2021,81,185
1629597_2021,77,220
1630639_2022,78,179
1631260_2022,77,190
1631100_2022,78,220
203932_2022,80,235
1628988_2022,72,185
1630174_2022,77,215
1630598_2022,77,190
1629678_2022,77,241
201143_2022,81,240
202692_2022,78,214
1630197_2022,84,210
1627936_2022,77,186
203458_2022,86,250
1628993_2022,80,212
1631214_2022,76,210
1630578_2022,83,243
1629599_2022,79,210
203083_2022,83,279
2738_2022,78,215
1629614_2022,75,191
203952_2022,79,197
1629014_2022,75,181
203076_2022,82,253
1630162_2022,76,225
1630264_2022,80,230
1630237_2022,78,227
1630559_2022,77,197
203085_2022,76,200
1630245_2022,77,200
1628389_2022,81,255
1627732_2022,82,240
1631097_2022,77,210
202687_2022,80,255
201933_2022,81,250
1631104_2022,76,185
1626246_2022,88,290
1626171_2022,83,250
203992_2022,77,225
202711_2022,79,226
1629626_2022,86,220
1630538_2022,74,169
203078_2022,76,207
1630527_2022,78,188
1629634_2022,80,215
1627742_2022,80,190
1630296_2022,80,225
201572_2022,85,282
1628971_2022,76,202
1628981_2022,82,240
1631121_2022,78,175
1627854_2022,74,205
1631205_2022,78,205
1627741_2022,76,220
203468_2022,75,190
1630595_2022,79,220
1631216_2022,80,205
1628997_2022,77,205
1629629_2022,79,217
1630560_2022,75,210
1629661_2022,80,210
1626166_2022,73,183
1627747_2022,78,205
1630637_2022,72,174
1626224_2022,79,230
1628435_2022,82,210
1629646_2022,81,230
1631320_2022,77,223
1629002_2022,81,225
1628449_2022,81,200
1630537_2022,77,190
101108_2022,72,175
1629735_2022,80,234
1631128_2022,78,220
1631132_2022,84,230
1626174_2022,81,214
1629643_2022,80,229
203991_2022,82,256
1629632_2022,77,195
1628998_2022,78,205
203469_2022,83,240
1630175_2022,75,185
1631306_2022,81,220
1629012_2022,74,190
1630557_2022,78,224
202709_2022,75,200
1626156_2022,76,193
1630227_2022,76,226
1630625_2022,79,204
1631207_2022,79,195
1627745_2022,83,245
203081_2022,74,195
1627814_2022,77,210
1629655_2022,82,234
1628464_2022,80,245
201980_2022,78,215
1627863_2022,78,220
203967_2022,82,225
1629647_2022,81,216
1630620_2022,79,245
1629636_2022,73,192
1630561_2022,76,204
1631223_2022,76,255
1630558_2022,72,202
202722_2022,82,225
1628432_2022,77,206
1630549_2022,81,265
1628368_2022,75,185
1629631_2022,80,221
1629001_2022,74,200
201599_2022,83,265
201942_2022,78,220
1629731_2022,81,228
1629028_2022,84,250
1627749_2022,77,180
1626153_2022,77,185
1630166_2022,81,210
203471_2022,73,172
1628372_2022,74,205
1629126_2022,76,240
1631220_2022,77,180
1627884_2022,78,210
201565_2022,75,200
1628401_2022,76,190
1630217_2022,77,215
1626164_2022,77,206
1630170_2022,77,200
1629653_2022,73,185
1628984_2022,73,195
203473_2022,82,245
1628415_2022,78,225
1627734_2022,85,240
1631230_2022,81,215
1628378_2022,73,215
1631495_2022,78,190
1628978_2022,76,203
1627827_2022,79,220
203926_2022,78,225
203110_2022,78,230
1629234_2022,82,245
1630696_2022,75,203
1630613_2022,74,197
1629130_2022,79,215
203939_2022,82,240
1629685_2022,79,196
1630700_2022,79,199
1628410_2022,76,196
201569_2022,75,215
1630647_2022,78,235
203095_2022,78,205
1630596_2022,83,215
1630267_2022,70,195
1628402_2022,75,205
1626163_2022,84,240
1628373_2022,76,200
1630532_2022,82,220
1627832_2022,72,197
1627788_2022,79,202
1629216_2022,74,200
1628221_2022,75,190
202066_2022,78,195
1629726_2022,78,215
203914_2022,76,210
1627780_2022,74,195
1629018_2022,77,209
201588_2022,76,188
1627777_2022,79,230
203507_2022,84,243
1629048_2022,83,250
201609_2022,76,190
202330_2022,79,225
203476_2022,82,248
1629684_2022,78,236
1628960_2022,76,198
1630535_2022,79,206
1628977_2022,77,202
203084_2022,80,225
1629312_2022,77,220
1630529_2022,79,206
1630193_2022,74,190
1630171_2022,77,225
1628392_2022,84,250
1630543_2022,81,205
1630198_2022,75,165
1630587_2022,78,232
1630600_2022,80,238
1629676_2022,80,230
1630191_2022,80,250
1630225_2022,81,219
202397_2022,72,175
1630688_2022,77,250
1627826_2022,84,240
1631120_2022,73,195
1630550_2022,81,203
1629630_2022,74,174
203210_2022,81,227
201580_2022,84,270
1631095_2022,83,220
1631133_2022,79,200
1631298_2022,79,225
1631367_2022,69,160
1630702_2022,75,198
1631093_2022,76,195
1630183_2022,81,185
1630531_2022,76,202
203109_2022,78,235
1630256_2022,77,230
1631222_2022,79,235
1627751_2022,85,245
1628973_2022,74,190
1631105_2022,83,250
1630224_2022,76,186
1630552_2022,80,219
1629667_2022,81,205
1630188_2022,81,215
1630591_2022,77,205
1631114_2022,77,211
1631288_2022,78,191
1627750_2022,76,215
1631123_2022,74,180
1630547_2022,76,190
201935_2022,77,220
201949_2022,79,240
1630164_2022,84,240
1630215_2022,75,193
1631197_2022,78,210
1628991_2022,82,242
1629020_2022,80,214
1629714_2022,77,250
1628386_2022,81,243
1629633_2022,78,195
1630554_2022,75,181
1629750_2022,77,205
1629637_2022,84,220
1630643_2022,85,240
1630206_2022,77,220
1627759_2022,78,223
1629669_2022,76,201
1631119_2022,81,240
1628369_2022,80,210
1630288_2022,75,177
201145_2022,80,235
203924_2022,80,210
1630526_2022,80,240
1631110_2022,80,230
1630579_2022,82,250
1628975_2022,73,200
202710_2022,79,230
1629111_2022,83,255
203925_2022,78,220
204060_2022,81,220
1630580_2022,78,205
203954_2022,84,280
1631219_2022,84,190
1628381_2022,81,226
1629723_2022,77,210
202322_2022,75,210
1631098_2022,76,195
1630548_2022,78,209
202685_2022,83,265
1628371_2022,82,230
1630228_2022,79,225
203903_2022,77,194
1630692_2022,75,200
1631160_2022,79,215
1629162_2022,72,185
1629670_2022,81,225
1629673_2022,76,194
1630648_2022,78,200
1630631_2022,72,179
1630528_2022,76,215
1630581_2022,80,216
1630182_2022,79,200
1628404_2022,76,215
1631169_2022,80,205
1629006_2022,76,213
1626196_2022,78,200
1630563_2022,78,189
201950_2022,77,205
1629308_2022,78,209
1627823_2022,81,214
1630577_2022,79,217
203944_2022,80,250
1630551_2022,78,206
203200_2022,78,180
1628382_2022,80,220
1631303_2022,79,210
1626159_2022,78,222
203994_2022,84,290
1630231_2022,79,215
1629644_2022,80,215
1630539_2022,83,221
1626157_2022,84,248
202695_2022,79,225
1631099_2022,80,225
1628966_2022,80,229
1629640_2022,77,220
203482_2022,83,240
1626162_2022,78,203
202689_2022,72,184
1631112_2022,79,205
1629134_2022,75,190
1631113_2022,71,170
1631254_2022,78,275
1629026_2022,78,210
203484_2022,77,204
1631165_2022,75,175
1630553_2022,75,185
1630556_2022,79,203
201142_2022,82,240
1628989_2022,79,198
1628995_2022,79,215
201567_2022,80,251
1629645_2022,76,203
1630284_2022,78,216
1626172_2022,81,222
203920_2022,80,233
203114_2022,79,222
1630165_2022,77,195
1630184_2022,73,170
202691_2022,78,220
1628424_2022,77,180
1627739_2022,75,205
204001_2022,87,240
203937_2022,81,230
1628398_2022,81,221
200768_2022,72,196
202681_2022,74,195
1630163_2022,79,180
1630205_2022,78,230
1629013_2022,76,190
1626204_2022,80,245
1628374_2022,84,240
2544_2022,81,250
1630195_2022,78,200
1631311_2022,76,208
1629623_2022,73,189
1630322_2022,78,210
1629022_2022,76,204
1629663_2022,79,205
1629652_2022,76,220
1629029_2022,79,230
1630568_2022,82,243
1629677_2022,82,227
1628379_2022,77,206
1628436_2022,86,250
1630644_2022,74,185
1630201_2022,73,175
1631103_2022,76,180
1627763_2022,76,229
1630792_2022,78,220
1627736_2022,76,187
1628370_2022,75,200
1629603_2022,81,228
1630699_2022,79,199
202694_2022,80,218
203935_2022,76,220
1631109_2022,84,240
1628365_2022,76,209
202693_2022,81,245
1630250_2022,84,220
1628963_2022,82,235
203486_2022,84,254
1629680_2022,77,201
1630346_2022,78,215
203521_2022,75,200
1631108_2022,77,190
1629622_2022,77,215
1628467_2022,82,240
1630593_2022,71,192
203086_2022,84,260
1629662_2022,82,250
1630695_2022,80,248
203487_2022,77,190
1630701_2022,80,250
1629008_2022,82,218
1628969_2022,78,209
201144_2022,73,175
203488_2022,83,240
1630540_2022,74,195
1629011_2022,84,240
1628964_2022,84,231
1628420_2022,74,183
1626149_2022,79,240
1629021_2022,83,245
1629650_2022,86,245
1630541_2022,77,211
1631217_2022,82,210
1626167_2022,83,250
1630230_2022,79,220
1629642_2022,77,220
1631466_2022,77,205
1630233_2022,80,253
1629675_2022,81,264
1629674_2022,84,248
203457_2022,82,220
1629651_2022,83,215
1630208_2022,84,245
1629638_2022,77,205
201587_2022,80,230
203999_2022,83,284
1631107_2022,82,205
202696_2022,82,260
203943_2022,82,257
1626181_2022,76,215
1628384_2022,79,232
1630167_2022,81,220
1630534_2022,77,215
1630846_2022,83,240
1630209_2022,83,275
1630168_2022,81,240
1631115_2022,82,235
1629052_2022,79,210
203490_2022,80,198
1631172_2022,81,185
200782_2022,77,245
1629023_2022,79,230
1628408_2022,78,205
1631094_2022,82,250
1627783_2022,80,230
1626192_2022,77,209
1631116_2022,81,220
201976_2022,74,180
1630172_2022,79,215
201988_2022,72,180
202331_2022,80,220
1630194_2022,81,210
1630202_2022,73,195
1631212_2022,79,200
1630173_2022,80,225
1629656_2022,77,210
1631245_2022,77,173
1630181_2022,76,175
1629628_2022,78,214
1630564_2022,79,269
203526_2022,74,180
203493_2022,78,205
202704_2022,74,208
1626158_2022,80,235
201937_2022,74,190
203496_2022,79,209
1629057_2022,81,237
201577_2022,84,281
203585_2022,76,205
1629641_2022,77,216
1631199_2022,77,245
1626220_2022,78,226
200752_2022,80,250
203497_2022,85,258
1629060_2022,80,230
201566_2022,75,200
1627853_2022,75,195
1631157_2022,75,180
1630240_2022,74,183
1630180_2022,79,215
1630573_2022,79,217
1630241_2022,76,205
1630572_2022,82,240
1630583_2022,84,215
1630567_2022,80,225
1630590_2022,73,170
201586_2022,83,235
203552_2022,73,185
1631101_2022,77,200
1628983_2022,78,195
1629003_2022,77,205
1627885_2022,76,195
1631323_2022,79,209
1630219_2022,76,205
203915_2022,77,215
1626169_2022,78,242
1630649_2022,78,210
201939_2022,74,185
1628425_2022,77,219
203500_2022,83,265
1629004_2022,79,205
204456_2022,73,190
203933_2022,80,220
201959_2022,81,232
1629659_2022,76,234
1631106_2022,80,215
1627752_2022,78,218
1629611_2022,77,215
1629056_2022,76,201
203082_2022,79,206
1626179_2022,73,190
1630678_2022,76,230
201152_2022,80,235
203648_2022,79,219
1630177_2022,77,175
1629033_2022,79,212
1628418_2022,82,248
203501_2022,77,205
202699_2022,79,226
1628396_2022,83,248
1628470_2022,79,221
1629027_2022,73,164
1630200_2022,73,185
1630544_2022,75,178
1630570_2022,80,237
1630235_2022,76,210
1630243_2022,78,190
1631309_2022,72,180
1631211_2022,76,221
1626168_2022,81,234
1630530_2022,80,206
1628972_2022,79,215
1629660_2022,77,195
1631102_2022,75,195
1628416_2022,76,180
1629639_2022,77,195
1630169_2022,77,185
1631213_2022,78,215
1630178_2022,74,200
1626145_2022,74,196
1628962_2022,83,270
2617_2022,79,235
1630586_2022,80,229
1630176_2022,82,270
203506_2022,75,213
1631246_2022,76,205
1628427_2022,80,236
1630249_2022,80,195
1631117_2022,84,245
1628976_2022,82,270
1631111_2022,77,215
1629117_2022,81,205
202083_2022,77,220
203115_2022,77,181
1626195_2022,83,250
1641645_2022,80,183
1629875_2022,72,165
1630270_2022,77,215
1630214_2022,79,245
1629139_2022,80,215
1628380_2022,83,250
203897_2022,77,200
1630192_2022,81,240
1630533_2022,81,185
1629627_2022,78,284
1630639_2023,78,179
1631260_2023,76,190
1631100_2023,78,220
203932_2023,80,235
1628988_2023,72,185
1630174_2023,78,215
1630598_2023,77,190
1641745_2023,75,180
1641766_2023,81,245
1629678_2023,77,241
201143_2023,81,240
202692_2023,77,214
1630197_2023,84,210
1627936_2023,77,186
1641788_2023,80,200
203458_2023,84,250
1631214_2023,76,210
1630578_2023,83,243
1641735_2023,75,185
1641708_2023,79,200
1629599_2023,79,210
203083_2023,83,279
1641748_2023,78,209
1641847_2023,77,200
1629614_2023,76,191
203952_2023,79,197
1629014_2023,75,193
1641710_2023,79,200
203076_2023,82,253
1630162_2023,76,225
1630264_2023,80,230
1629717_2023,75,195
1630204_2023,75,190
1641709_2023,78,205
1630559_2023,77,197
1630245_2023,77,200
1628389_2023,81,255
1641767_2023,78,190
1627732_2023,82,240
1631097_2023,77,210
1641731_2023,80,195
202687_2023,80,255
1631104_2023,75,185
1626246_2023,88,290
1626171_2023,82,250
203992_2023,77,225
202711_2023,79,226
1629626_2023,87,220
1630538_2023,74,169
203078_2023,76,207
1641764_2023,76,205
1630527_2023,78,188
1629634_2023,80,215
1627742_2023,80,190
1641706_2023,79,200
1630314_2023,73,190
1630296_2023,80,225
1641729_2023,77,235
201572_2023,85,282
1628971_2023,76,202
1628981_2023,81,240
1631121_2023,78,175
1631205_2023,77,205
1627741_2023,76,220
203468_2023,75,190
1630595_2023,78,220
1631216_2023,80,205
1628997_2023,77,205
1629629_2023,79,217
1630560_2023,75,210
1641715_2023,79,230
1629661_2023,80,210
1626166_2023,75,183
1627747_2023,78,205
1641717_2023,75,195
1626224_2023,79,230
1629646_2023,82,230
1629718_2023,78,199
1631096_2023,85,208
1629002_2023,82,225
1628449_2023,81,200
1630537_2023,77,190
1641753_2023,78,220
101108_2023,72,175
1631128_2023,78,220
1626174_2023,80,214
1629643_2023,79,229
203991_2023,82,256
1629632_2023,77,195
1628998_2023,78,205
203469_2023,83,240
1641732_2023,78,207
1630175_2023,74,185
1631306_2023,80,220
1630658_2023,82,250
1631221_2023,73,195
1629012_2023,75,190
1630557_2023,78,224
202709_2023,74,200
1641854_2023,73,180
1626156_2023,75,193
1641793_2023,75,188
1630618_2023,75,200
1628391_2023,82,231
1629610_2023,77,222
1630227_2023,75,226
1630625_2023,80,204
1631207_2023,79,195
1627745_2023,82,245
203081_2023,74,195
1629655_2023,82,234
1628464_2023,80,245
201568_2023,82,236
201980_2023,78,215
203957_2023,77,214
1627863_2023,78,220
203967_2023,82,225
1641727_2023,78,220
1629647_2023,81,216
1629636_2023,73,192
1630561_2023,76,204
1631223_2023,76,255
1630558_2023,72,202
202722_2023,82,225
1630549_2023,81,265
1628368_2023,75,185
1629631_2023,80,221
1629001_2023,75,200
201599_2023,83,265
1630610_2023,77,185
201942_2023,78,220
1629731_2023,81,228
1629028_2023,84,247
1627749_2023,77,180
1626153_2023,77,185
1630166_2023,81,210
203471_2023,73,175
1628372_2023,75,205
1641726_2023,85,230
1631220_2023,77,180
1627884_2023,78,210
201565_2023,75,200
1628401_2023,76,190
1630217_2023,77,215
1626164_2023,78,206
1630170_2023,77,200
1628984_2023,73,195
1641926_2023,77,210
1628415_2023,78,225
1631376_2023,85,215
1627734_2023,82,240
1631230_2023,81,215
1628378_2023,75,215
1628978_2023,76,203
1627827_2023,79,220
203926_2023,78,225
203110_2023,78,230
1629234_2023,82,245
1641809_2023,81,205
1630696_2023,74,203
1629130_2023,79,215
1641871_2023,81,245
203939_2023,82,240
1629685_2023,79,196
1630700_2023,79,199
1630604_2023,78,240
1641734_2023,80,170
201569_2023,75,215
1630647_2023,78,235
203095_2023,78,205
1630596_2023,83,215
1630196_2023,83,225
1628373_2023,76,200
1630532_2023,82,220
1627832_2023,72,197
1627788_2023,79,202
1641713_2023,81,210
1629216_2023,74,200
202066_2023,77,195
1629726_2023,78,215
203914_2023,76,210
1627780_2023,74,195
1629018_2023,77,204
1627777_2023,79,230
203507_2023,83,243
1629048_2023,82,250
202330_2023,79,225
1641711_2023,78,200
1629684_2023,78,236
1628960_2023,76,198
1630535_2023,79,206
